SURVEYID,TAXON,FAMILY,SUM(TOTAL)
912342585,Caesioperca rasor,Serranidae,266
912342585,Cheilodactylus nigripes,Cheilodactylidae,4
912342585,Diodon nicthemerus,Diodontidae,2
912342585,Enoplosus armatus,Enoplosidae,6
912342585,Girella zebra,Kyphosidae,5
912342585,Lotella rhacina,Moridae,1
912342585,Notolabrus fucicola,Labridae,5
912342585,Notolabrus tetricus,Labridae,50
912342585,Olisthops cyanomelas,Odacidae,2
912342585,Ophthalmolepis lineolatus,Labridae,4
912342585,Parma microlepis,Pomacentridae,12
912342585,Parma victoriae,Pomacentridae,2
912342585,Pempheris multiradiata,Pempherididae,21
912342585,Trachinops caudimaculatus,Plesiopidae,107
912342585,Upeneichthys vlamingii,Mullidae,20
912342586,Caesioperca lepidoptera,Serranidae,65
912342586,Caesioperca rasor,Serranidae,150
912342586,Cheilodactylus nigripes,Cheilodactylidae,6
912342586,Chromis hypsilepis,Pomacentridae,21
912342586,Enoplosus armatus,Enoplosidae,2
912342586,Girella zebra,Kyphosidae,10
912342586,Notolabrus fucicola,Labridae,14
912342586,Notolabrus tetricus,Labridae,73
912342586,Olisthops cyanomelas,Odacidae,17
912342586,Parma microlepis,Pomacentridae,19
912342586,Scorpis aequipinnis,Scorpididae,11
912342586,Upeneichthys vlamingii,Mullidae,5
912342587,Aplodactylus arctidens,Aplodactylidae,1
912342587,Caesioperca rasor,Serranidae,194
912342587,Cheilodactylus nigripes,Cheilodactylidae,4
912342587,Eubalichthys gunnii,Monacanthidae,3
912342587,Girella zebra,Kyphosidae,2
912342587,Meuschenia venusta,Monacanthidae,1
912342587,Notolabrus fucicola,Labridae,1
912342587,Notolabrus tetricus,Labridae,19
912342587,Olisthops cyanomelas,Odacidae,3
912342587,Ophthalmolepis lineolatus,Labridae,2
912342587,Parma microlepis,Pomacentridae,3
912342587,Scorpis aequipinnis,Scorpididae,1
912342587,Trachinops caudimaculatus,Plesiopidae,15
912342587,Upeneichthys vlamingii,Mullidae,3
912342588,Atypichthys strigatus,Scorpididae,2
912342588,Caesioperca rasor,Serranidae,4
912342588,Cheilodactylus nigripes,Cheilodactylidae,3
912342588,Girella elevata,Kyphosidae,3
912342588,Notolabrus fucicola,Labridae,3
912342588,Notolabrus tetricus,Labridae,11
912342588,Olisthops cyanomelas,Odacidae,3
912342588,Parma microlepis,Pomacentridae,11
912342588,Scorpis aequipinnis,Scorpididae,1
912342588,Trachinops caudimaculatus,Plesiopidae,37
912342589,Caesioperca rasor,Serranidae,85
912342589,Cheilodactylus nigripes,Cheilodactylidae,4
912342589,Chromis hypsilepis,Pomacentridae,8
912342589,Eubalichthys gunnii,Monacanthidae,2
912342589,Girella elevata,Kyphosidae,1
912342589,Girella zebra,Kyphosidae,4
912342589,Notolabrus fucicola,Labridae,6
912342589,Notolabrus tetricus,Labridae,8
912342589,Olisthops cyanomelas,Odacidae,2
912342589,Parma microlepis,Pomacentridae,1
912342589,Trachinops caudimaculatus,Plesiopidae,16
912342589,Upeneichthys vlamingii,Mullidae,1
912342590,Caesioperca lepidoptera,Serranidae,1
912342590,Caesioperca rasor,Serranidae,662
912342590,Chromis hypsilepis,Pomacentridae,238
912342590,Enoplosus armatus,Enoplosidae,1
912342590,Latridopsis forsteri,Latridae,1
912342590,Notolabrus fucicola,Labridae,2
912342590,Notolabrus tetricus,Labridae,12
912342590,Parma microlepis,Pomacentridae,26
912342590,Pseudolabrus mortonii,Labridae,8
912342590,Trachinops caudimaculatus,Plesiopidae,200
912342591,Caesioperca lepidoptera,Serranidae,3
912342591,Caesioperca rasor,Serranidae,571
912342591,Chromis hypsilepis,Pomacentridae,349
912342591,Enoplosus armatus,Enoplosidae,2
912342591,Meuschenia flavolineata,Monacanthidae,2
912342591,Nemadactylus macropterus,Cheilodactylidae,1
912342591,Notolabrus fucicola,Labridae,1
912342591,Notolabrus tetricus,Labridae,4
912342591,Parma microlepis,Pomacentridae,20
912342591,Pempheris multiradiata,Pempherididae,2
912342591,Pseudolabrus mortonii,Labridae,8
912342591,Trachinops caudimaculatus,Plesiopidae,261
912342592,Aulopus purpurissatus,Aulopidae,2
912342592,Caesioperca lepidoptera,Serranidae,23
912342592,Caesioperca rasor,Serranidae,140
912342592,Chromis hypsilepis,Pomacentridae,14
912342592,Hypoplectrodes nigroruber,Serranidae,1
912342592,Latridopsis forsteri,Latridae,1
912342592,Nemadactylus macropterus,Cheilodactylidae,1
912342592,Notolabrus tetricus,Labridae,6
912342592,Ophthalmolepis lineolatus,Labridae,2
912342592,Parma microlepis,Pomacentridae,8
912342592,Pseudolabrus mortonii,Labridae,6
912342592,Trachinops caudimaculatus,Plesiopidae,11
912342592,Upeneichthys vlamingii,Mullidae,4
912342593,Atypichthys strigatus,Scorpididae,2
912342593,Caesioperca lepidoptera,Serranidae,6
912342593,Caesioperca rasor,Serranidae,14
912342593,Cheilodactylus nigripes,Cheilodactylidae,1
912342593,Chromis hypsilepis,Pomacentridae,45
912342593,Girella elevata,Kyphosidae,7
912342593,Girella zebra,Kyphosidae,2
912342593,Latridopsis forsteri,Latridae,1
912342593,Notolabrus tetricus,Labridae,2
912342593,Parma microlepis,Pomacentridae,10
912342593,Scorpis aequipinnis,Scorpididae,5
912342593,Trachinops caudimaculatus,Plesiopidae,26
912342594,Caesioperca lepidoptera,Serranidae,150
912342594,Caesioperca rasor,Serranidae,675
912342594,Chromis hypsilepis,Pomacentridae,66
912342594,Dinolestes lewini,Dinolestidae,1
912342594,Girella zebra,Kyphosidae,2
912342594,Notolabrus tetricus,Labridae,54
912342594,Ophthalmolepis lineolatus,Labridae,3
912342594,Parma microlepis,Pomacentridae,40
912342594,Pseudolabrus mortonii,Labridae,1
912342594,Scorpis aequipinnis,Scorpididae,5
912342594,Trachinops caudimaculatus,Plesiopidae,161
912342594,Upeneichthys vlamingii,Mullidae,1
912342595,Caesioperca lepidoptera,Serranidae,60
912342595,Caesioperca rasor,Serranidae,40
912342595,Cheilodactylus nigripes,Cheilodactylidae,4
912342595,Chromis hypsilepis,Pomacentridae,130
912342595,Dinolestes lewini,Dinolestidae,4
912342595,Eubalichthys mosaicus,Monacanthidae,1
912342595,Girella elevata,Kyphosidae,14
912342595,Girella zebra,Kyphosidae,10
912342595,Heteroscarus acroptilus,Odacidae,6
912342595,Latridopsis forsteri,Latridae,2
912342595,Meuschenia hippocrepis,Monacanthidae,1
912342595,Notolabrus tetricus,Labridae,51
912342595,Ophthalmolepis lineolatus,Labridae,2
912342595,Parma microlepis,Pomacentridae,28
912342595,Pictilabrus laticlavius,Labridae,1
912342595,Scorpis aequipinnis,Scorpididae,50
912342595,Trachinops caudimaculatus,Plesiopidae,1
912342595,Upeneichthys vlamingii,Mullidae,2
912342596,Caesioperca lepidoptera,Serranidae,3
912342596,Caesioperca rasor,Serranidae,36
912342596,Cheilodactylus nigripes,Cheilodactylidae,6
912342596,Dinolestes lewini,Dinolestidae,9
912342596,Eubalichthys gunnii,Monacanthidae,1
912342596,Notolabrus tetricus,Labridae,24
912342596,Olisthops cyanomelas,Odacidae,2
912342596,Ophthalmolepis lineolatus,Labridae,6
912342596,Parma microlepis,Pomacentridae,6
912342596,Pempheris multiradiata,Pempherididae,4
912342596,Pictilabrus laticlavius,Labridae,3
912342596,Scorpis aequipinnis,Scorpididae,1
912342596,Siphonognathus beddomei,Odacidae,1
912342596,Upeneichthys vlamingii,Mullidae,10
912342597,Aplodactylus arctidens,Aplodactylidae,2
912342597,Caesioperca rasor,Serranidae,17
912342597,Dinolestes lewini,Dinolestidae,8
912342597,Eubalichthys gunnii,Monacanthidae,1
912342597,Girella zebra,Kyphosidae,5
912342597,Meuschenia hippocrepis,Monacanthidae,1
912342597,Nemadactylus valenciennesi,Cheilodactylidae,4
912342597,Notolabrus fucicola,Labridae,2
912342597,Notolabrus tetricus,Labridae,12
912342597,Olisthops cyanomelas,Odacidae,3
912342597,Parma microlepis,Pomacentridae,2
912342597,Scorpis aequipinnis,Scorpididae,8
912342597,Scorpis lineolata,Scorpididae,8
912342597,Upeneichthys vlamingii,Mullidae,11
912342598,Aplodactylus arctidens,Aplodactylidae,1
912342598,Cheilodactylus nigripes,Cheilodactylidae,2
912342598,Girella zebra,Kyphosidae,3
912342598,Nemadactylus valenciennesi,Cheilodactylidae,1
912342598,Notolabrus fucicola,Labridae,5
912342598,Notolabrus tetricus,Labridae,13
912342598,Olisthops cyanomelas,Odacidae,3
912342599,Caesioperca rasor,Serranidae,19
912342599,Cheilodactylus nigripes,Cheilodactylidae,2
912342599,Girella zebra,Kyphosidae,2
912342599,Notolabrus tetricus,Labridae,28
912342599,Ophthalmolepis lineolatus,Labridae,1
912342599,Pictilabrus laticlavius,Labridae,2
912342599,Upeneichthys vlamingii,Mullidae,18
912342600,Caesioperca rasor,Serranidae,83
912342600,Cheilodactylus nigripes,Cheilodactylidae,5
912342600,Dinolestes lewini,Dinolestidae,2
912342600,Girella zebra,Kyphosidae,1
912342600,Meuschenia freycineti,Monacanthidae,1
912342600,Notolabrus tetricus,Labridae,31
912342600,Ophthalmolepis lineolatus,Labridae,3
912342600,Parma microlepis,Pomacentridae,4
912342600,Pempheris multiradiata,Pempherididae,5
912342600,Pictilabrus laticlavius,Labridae,1
912342600,Upeneichthys vlamingii,Mullidae,3
912342601,Caesioperca rasor,Serranidae,3
912342601,Dinolestes lewini,Dinolestidae,25
912342601,Heteroscarus acroptilus,Odacidae,3
912342601,Neoodax balteatus,Odacidae,1
912342601,Notolabrus tetricus,Labridae,49
912342601,Olisthops cyanomelas,Odacidae,2
912342601,Pictilabrus laticlavius,Labridae,1
912342602,Aplodactylus arctidens,Aplodactylidae,1
912342602,Caesioperca lepidoptera,Serranidae,15
912342602,Caesioperca rasor,Serranidae,123
912342602,Cheilodactylus nigripes,Cheilodactylidae,5
912342602,Dinolestes lewini,Dinolestidae,5
912342602,Eubalichthys gunnii,Monacanthidae,5
912342602,Girella zebra,Kyphosidae,6
912342602,Meuschenia freycineti,Monacanthidae,2
912342602,Notolabrus tetricus,Labridae,79
912342602,Ophthalmolepis lineolatus,Labridae,14
912342602,Parma microlepis,Pomacentridae,18
912342602,Parma victoriae,Pomacentridae,1
912342602,Pictilabrus laticlavius,Labridae,2
912342603,Caesioperca lepidoptera,Serranidae,6
912342603,Caesioperca rasor,Serranidae,65
912342603,Cheilodactylus nigripes,Cheilodactylidae,3
912342603,Cheilodactylus spectabilis,Cheilodactylidae,1
912342603,Dinolestes lewini,Dinolestidae,5
912342603,Latridopsis forsteri,Latridae,1
912342603,Notolabrus fucicola,Labridae,4
912342603,Notolabrus tetricus,Labridae,63
912342603,Parma microlepis,Pomacentridae,10
912342603,Parma victoriae,Pomacentridae,2
912342603,Scorpis aequipinnis,Scorpididae,20
912342603,Upeneichthys vlamingii,Mullidae,10
912342604,Caesioperca rasor,Serranidae,1
912342604,Cheilodactylus spectabilis,Cheilodactylidae,1
912342604,Mendosoma lineatum,Latridae,1
912342604,Notolabrus fucicola,Labridae,64
912342604,Paratrachichthys trailli,Trachichthyidae,1
912342604,Pseudolabrus psittaculus,Labridae,24
912342605,Mendosoma lineatum,Latridae,185
912342605,Notolabrus fucicola,Labridae,32
912342605,Pseudolabrus psittaculus,Labridae,6
912342606,Mendosoma lineatum,Latridae,170
912342606,Notolabrus fucicola,Labridae,25
912342607,Latridopsis forsteri,Latridae,2
912342607,Meuschenia australis,Monacanthidae,1
912342607,Notolabrus fucicola,Labridae,3
912342607,Notolabrus tetricus,Labridae,7
912342607,Olisthops cyanomelas,Odacidae,1
912342607,Pseudolabrus psittaculus,Labridae,15
912342608,Cephaloscyllium laticeps,Scyliorhinidae,1
912342608,Heteroclinus tristis,Clinidae,1
912342608,Meuschenia australis,Monacanthidae,1
912342608,Notolabrus fucicola,Labridae,1
912342608,Notolabrus tetricus,Labridae,5
912342608,Pempheris multiradiata,Pempherididae,14
912342608,Pictilabrus laticlavius,Labridae,1
912342608,Pseudolabrus psittaculus,Labridae,7
912342609,Notolabrus fucicola,Labridae,6
912342610,Heteroclinus tristis,Clinidae,1
912342610,Notolabrus tetricus,Labridae,1
912342610,Pseudolabrus psittaculus,Labridae,4
912342611,Notolabrus fucicola,Labridae,13
912342611,Notolabrus tetricus,Labridae,3
912342612,Dinolestes lewini,Dinolestidae,3
912342612,Meuschenia australis,Monacanthidae,1
912342612,Notolabrus fucicola,Labridae,8
912342612,Notolabrus tetricus,Labridae,1
912342612,Olisthops cyanomelas,Odacidae,1
912342613,Aplodactylus arctidens,Aplodactylidae,2
912342613,Latridopsis forsteri,Latridae,1
912342613,Notolabrus fucicola,Labridae,26
912342613,Olisthops cyanomelas,Odacidae,2
912342614,Diodon nicthemerus,Diodontidae,2
912342614,Notolabrus fucicola,Labridae,12
912342615,Aplodactylus arctidens,Aplodactylidae,2
912342615,Bovichtus angustifrons,Bovichtidae,1
912342615,Latridopsis forsteri,Latridae,12
912342615,Notolabrus fucicola,Labridae,10
912342615,Notolabrus tetricus,Labridae,3
912342615,Pseudolabrus psittaculus,Labridae,30
912342616,Aplodactylus arctidens,Aplodactylidae,1
912342616,Latridopsis forsteri,Latridae,1
912342616,Notolabrus fucicola,Labridae,14
912342617,Aplodactylus arctidens,Aplodactylidae,2
912342617,Latridopsis forsteri,Latridae,6
912342617,Notolabrus fucicola,Labridae,12
912342618,Latridopsis forsteri,Latridae,12
912342618,Notolabrus fucicola,Labridae,4
912342619,Aplodactylus arctidens,Aplodactylidae,1
912342619,Dinolestes lewini,Dinolestidae,1
912342619,Notolabrus tetricus,Labridae,5
912342619,Pseudolabrus psittaculus,Labridae,4
912342620,Aracana aurita,Ostraciidae,1
912342620,Dinolestes lewini,Dinolestidae,2
912342620,Latridopsis forsteri,Latridae,3
912342620,Meuschenia australis,Monacanthidae,1
912342620,Notolabrus fucicola,Labridae,2
912342620,Notolabrus tetricus,Labridae,3
912342620,Pseudolabrus psittaculus,Labridae,5
912342621,Notolabrus fucicola,Labridae,5
912342621,Notolabrus tetricus,Labridae,1
912342621,Pseudolabrus psittaculus,Labridae,2
912342622,Dinolestes lewini,Dinolestidae,6
912342622,Notolabrus fucicola,Labridae,10
912342622,Notolabrus tetricus,Labridae,2
912342622,Pseudolabrus psittaculus,Labridae,4
912342623,Aspasmogaster tasmaniensis,Gobiesocidae,1
912342623,Cheilodactylus spectabilis,Cheilodactylidae,1
912342623,Dinolestes lewini,Dinolestidae,1
912342623,Latridopsis forsteri,Latridae,2
912342623,Notolabrus fucicola,Labridae,3
912342623,Notolabrus tetricus,Labridae,1
912342624,Dinolestes lewini,Dinolestidae,12
912342624,Notolabrus fucicola,Labridae,3
912342624,Notolabrus tetricus,Labridae,2
912342624,Pseudolabrus psittaculus,Labridae,2
912342625,Dinolestes lewini,Dinolestidae,100
912342625,Notolabrus fucicola,Labridae,4
912342626,Aplodactylus arctidens,Aplodactylidae,2
912342626,Cheilodactylus spectabilis,Cheilodactylidae,1
912342626,Notolabrus fucicola,Labridae,5
912342627,Notolabrus fucicola,Labridae,6
912342627,Notolabrus tetricus,Labridae,1
912342627,Olisthops cyanomelas,Odacidae,1
912342628,Aracana aurita,Ostraciidae,1
912342628,Diodon nicthemerus,Diodontidae,1
912342628,Notolabrus fucicola,Labridae,5
912342629,Aplodactylus arctidens,Aplodactylidae,2
912342629,Dinolestes lewini,Dinolestidae,63
912342629,Notolabrus fucicola,Labridae,2
912342630,Notolabrus fucicola,Labridae,4
912342630,Pseudolabrus psittaculus,Labridae,2
912342631,Acanthaluteres vittiger,Monacanthidae,2
912342631,Aplodactylus arctidens,Aplodactylidae,1
912342631,Aracana aurita,Ostraciidae,1
912342631,Notolabrus fucicola,Labridae,4
912342632,Aplodactylus arctidens,Aplodactylidae,3
912342632,Aracana aurita,Ostraciidae,1
912342632,Cheilodactylus spectabilis,Cheilodactylidae,1
912342632,Notolabrus fucicola,Labridae,6
912342633,Notolabrus fucicola,Labridae,10
912342633,Notolabrus tetricus,Labridae,1
912342633,Pseudolabrus psittaculus,Labridae,2
912342634,Cheilodactylus spectabilis,Cheilodactylidae,12
912342634,Dinolestes lewini,Dinolestidae,94
912342634,Notolabrus fucicola,Labridae,8
912342635,Notolabrus tetricus,Labridae,5
912342636,Latridopsis forsteri,Latridae,1
912342636,Notolabrus fucicola,Labridae,2
912342637,Cephaloscyllium laticeps,Scyliorhinidae,2
912342637,Notolabrus tetricus,Labridae,2
912342637,Urolophus cruciatus,Urolophidae,2
912342638,Cheilodactylus nigripes,Cheilodactylidae,1
912342638,Dinolestes lewini,Dinolestidae,89
912342638,Notolabrus tetricus,Labridae,3
912342638,Pseudolabrus psittaculus,Labridae,4
912342638,Scorpaena papillosa,Scorpaenidae,1
912342639,Cheilodactylus spectabilis,Cheilodactylidae,1
912342639,Notolabrus fucicola,Labridae,4
912342639,Notolabrus tetricus,Labridae,1
912342640,Notolabrus fucicola,Labridae,3
912342640,Urolophus cruciatus,Urolophidae,1
912342641,Aplodactylus arctidens,Aplodactylidae,2
912342641,Notolabrus fucicola,Labridae,2
912342642,No species found,0,0
912342642,Notolabrus fucicola,Labridae,1
912342647,Aplodactylus arctidens,Aplodactylidae,1
912342647,Notolabrus fucicola,Labridae,2
912342647,Pseudolabrus psittaculus,Labridae,6
912342648,Bovichtus angustifrons,Bovichtidae,1
912342648,Cheilodactylus nigripes,Cheilodactylidae,1
912342648,Notolabrus fucicola,Labridae,1
912342648,Notolabrus tetricus,Labridae,1
912342648,Pempheris multiradiata,Pempherididae,22
912342648,Pseudolabrus psittaculus,Labridae,9
912342649,Notolabrus tetricus,Labridae,2
912342649,Pseudolabrus psittaculus,Labridae,3
912342650,Cheilodactylus nigripes,Cheilodactylidae,2
912342650,Notolabrus fucicola,Labridae,8
912342650,Notolabrus tetricus,Labridae,2
912342650,Pseudolabrus psittaculus,Labridae,2
912342651,Dinolestes lewini,Dinolestidae,38
912342651,Latridopsis forsteri,Latridae,17
912342651,Notolabrus fucicola,Labridae,14
912342651,Notolabrus tetricus,Labridae,2
912342651,Pempheris multiradiata,Pempherididae,2
912342652,Notolabrus fucicola,Labridae,6
912342652,Notolabrus tetricus,Labridae,1
912342652,Scorpaena papillosa,Scorpaenidae,1
912342653,Notolabrus fucicola,Labridae,16
912342654,Aplodactylus arctidens,Aplodactylidae,2
912342654,Cheilodactylus spectabilis,Cheilodactylidae,1
912342654,Dinolestes lewini,Dinolestidae,4
912342654,Diodon nicthemerus,Diodontidae,1
912342654,Latridopsis forsteri,Latridae,1
912342654,Notolabrus fucicola,Labridae,26
912342655,Dinolestes lewini,Dinolestidae,2
912342655,Notolabrus fucicola,Labridae,2
912342655,Pseudolabrus psittaculus,Labridae,4
912342656,Aplodactylus arctidens,Aplodactylidae,1
912342656,Notolabrus fucicola,Labridae,1
912342656,Notolabrus tetricus,Labridae,2
912342657,Notolabrus fucicola,Labridae,8
912342657,Notolabrus tetricus,Labridae,4
912342657,Pseudolabrus psittaculus,Labridae,12
912342658,Notolabrus fucicola,Labridae,1
912342658,Notolabrus tetricus,Labridae,2
912342658,Pseudolabrus psittaculus,Labridae,4
912342658,Vincentia conspersa,Apogonidae,1
912342659,Aracana aurita,Ostraciidae,1
912342659,Notolabrus fucicola,Labridae,1
912342659,Pseudolabrus psittaculus,Labridae,1
912342660,Notolabrus fucicola,Labridae,3
912342661,No species found,0,0
912342661,Notolabrus tetricus,Labridae,2
912342662,Cheilodactylus spectabilis,Cheilodactylidae,1
912342662,Latridopsis forsteri,Latridae,1
912342662,Notolabrus fucicola,Labridae,1
912342662,Pseudolabrus psittaculus,Labridae,1
912342663,Aplodactylus arctidens,Aplodactylidae,2
912342663,Cheilodactylus spectabilis,Cheilodactylidae,2
912342663,Latridopsis forsteri,Latridae,1
912342663,Notolabrus fucicola,Labridae,5
912342663,Notolabrus tetricus,Labridae,3
912342663,Pseudolabrus psittaculus,Labridae,1
912342663,Scorpis aequipinnis,Scorpididae,2
912342663,Scorpis lineolata,Scorpididae,2
912342664,Notolabrus fucicola,Labridae,2
912342667,Notolabrus fucicola,Labridae,6
912342667,Notolabrus tetricus,Labridae,1
912342667,Pseudolabrus psittaculus,Labridae,1
912342667,Trachinops caudimaculatus,Plesiopidae,12
912342668,Aplodactylus arctidens,Aplodactylidae,2
912342668,Notolabrus fucicola,Labridae,2
912342668,Notolabrus tetricus,Labridae,1
912342668,Pseudolabrus psittaculus,Labridae,3
912342668,Trachinops caudimaculatus,Plesiopidae,144
912342669,Latridopsis forsteri,Latridae,1
912342669,Notolabrus fucicola,Labridae,3
